studentnummer,naam,email,leeftijd,geslacht,vooropleiding,sector,opleiding,crebocode,cohort,niveau,leerweg,intakedatum,aanwezigheid,voortgang,bsa_studiepunten,cijfer_nederlands,cijfer_rekenen,mentor_naam,mentor_email,uitgevallen
20228601,Tristan Grondel,t.grondel@student.roc.nl,17,V,VMBO-T,Techniek,Software Developer,25604,2022-2023,4,BBL,2022-09-01,0.594,0.718,46,6.7,7.0,Fatima El Amrani,f.elamrani@roc.nl,False
20238602,Ilse van den Heuvel,i.vandenheuvel@student.roc.nl,20,M,VMBO-B,Groen,Dierverzorger,97730,2023-2024,3,BOL,2023-09-01,0.687,0.586,33,5.9,4.7,Mohammed Boukhari,m.boukhari@roc.nl,False
20238603,Casper van Nes,c.vannes@student.roc.nl,17,M,MBO niveau 2,Dienstverlening,Kapper,97460,2023-2024,3,BOL,2023-09-01,0.931,0.837,47,6.6,5.7,Fatima El Amrani,f.elamrani@roc.nl,False
20238604,Riley Oemencs-van der Noot,r.oemencs-vandernoot@student.roc.nl,22,V,MBO niveau 3,Economie,Logistiek medewerker,90640,2023-2024,3,BOL,2023-09-01,0.73,0.654,43,8.6,5.4,Anita Jansen,a.jansen@roc.nl,False
20228605,Sterre van Geenen,s.vangeenen@student.roc.nl,21,V,MBO niveau 2,Dienstverlening,Kok,25185,2022-2023,2,BOL,2022-09-01,0.762,0.714,35,6.7,6.9,Mohammed Boukhari,m.boukhari@roc.nl,False
20228606,Fabian Willems-Berends,f.willems-berends@student.roc.nl,19,M,VMBO-B,Zorg,Helpende Zorg & Welzijn,92640,2022-2023,2,BBL,2022-09-01,0.868,0.867,43,5.9,5.3,Mohammed Boukhari,m.boukhari@roc.nl,False
20238607,Megan Bastiaanse,m.bastiaanse@student.roc.nl,16,M,VMBO-K,Zorg,Verpleegkundige,99070,2023-2024,4,BOL,2023-09-01,0.621,0.71,38,9.3,8.5,Mohammed Boukhari,m.boukhari@roc.nl,False
20228608,Puck de Man,p.deman@student.roc.nl,18,M,VMBO-T,Economie,Logistiek medewerker,90640,2022-2023,3,BOL,2022-09-01,0.807,0.683,33,9.4,5.8,Mohammed Boukhari,m.boukhari@roc.nl,True
20228609,Elise Haring-Janse,e.haring-janse@student.roc.nl,22,V,VMBO-T,Economie,Financieel administrateur,90370,2022-2023,4,BOL,2022-09-01,0.665,0.741,47,3.8,6.9,Anita Jansen,a.jansen@roc.nl,False
20228610,Noor Leene-van den Broek,n.leene-vandenbroek@student.roc.nl,22,M,VMBO-B,Techniek,Installatiemonteur,25480,2022-2023,2,BOL,2022-09-01,0.682,0.718,45,6.2,5.4,Mohammed Boukhari,m.boukhari@roc.nl,True
20228611,Giovanni Beijring,g.beijring@student.roc.nl,21,M,VMBO-K,Zorg,Verzorgende IG,93500,2022-2023,3,BOL,2022-09-01,0.454,0.544,32,6.0,4.6,Anita Jansen,a.jansen@roc.nl,False
20228612,Jonas van den Broek-van Dillen,j.vandenbroek-vandillen@student.roc.nl,21,M,VMBO-B,Dienstverlening,Gastvrouw/-heer,90191,2022-2023,3,BOL,2022-09-01,0.605,0.661,32,7.3,6.2,Jan de Vries,j.devries@roc.nl,True
20228613,Yasmine Verda-Schenkel,y.verda-schenkel@student.roc.nl,18,M,HAVO,Zorg,Doktersassistent,34576,2022-2023,4,BBL,2022-09-01,0.942,0.912,45,6.1,5.6,Fatima El Amrani,f.elamrani@roc.nl,False
20238614,Johanna van Luin,j.vanluin@student.roc.nl,21,M,MBO niveau 2,Techniek,Installatiemonteur,25480,2023-2024,2,BOL,2023-09-01,0.707,0.686,48,6.4,7.0,Jan de Vries,j.devries@roc.nl,False
20228615,Britt Blaak,b.blaak@student.roc.nl,18,M,MBO niveau 3,Techniek,Netwerkbeheerder,93200,2022-2023,4,BOL,2022-09-01,0.849,0.773,43,7.6,7.2,Fatima El Amrani,f.elamrani@roc.nl,False
20238616,Ize Knoers-van Laar,i.knoers-vanlaar@student.roc.nl,16,M,VMBO-K,Groen,Dierverzorger,97730,2023-2024,3,BBL,2023-09-01,0.873,0.878,41,8.0,7.4,Peter Smit,p.smit@roc.nl,False
20238617,Ecrin van der Velden,e.vandervelden@student.roc.nl,25,M,MBO niveau 2,Zorg,Verzorgende IG,93500,2023-2024,3,BOL,2023-09-01,0.46,0.609,44,6.1,6.2,Fatima El Amrani,f.elamrani@roc.nl,False
20228618,Elisa van der Velde,e.vandervelde@student.roc.nl,23,V,MBO niveau 2,Economie,Manager handel,90202,2022-2023,4,BOL,2022-09-01,0.702,0.67,34,6.5,6.4,Peter Smit,p.smit@roc.nl,False
20228619,Kay de Roo,k.deroo@student.roc.nl,20,V,VMBO-T,Zorg,Doktersassistent,34576,2022-2023,4,BOL,2022-09-01,0.784,0.844,46,7.4,9.0,Anita Jansen,a.jansen@roc.nl,False
20228620,Gerrit de Gruson,g.degruson@student.roc.nl,19,V,HAVO,Zorg,Verzorgende IG,93500,2022-2023,3,BOL,2022-09-01,0.607,0.715,38,5.6,8.2,Jan de Vries,j.devries@roc.nl,False
20228621,Veerle Verhoeven-van Dagsburg,v.verhoeven-vandagsburg@student.roc.nl,21,M,VMBO-K,Groen,Dierverzorger,97730,2022-2023,3,BBL,2022-09-01,0.638,0.59,31,5.4,4.6,Mohammed Boukhari,m.boukhari@roc.nl,False
20238622,Nisa Brouwer,n.brouwer@student.roc.nl,22,V,MBO niveau 3,Economie,Commercieel medewerker,90111,2023-2024,3,BOL,2023-09-01,0.84,0.788,41,8.1,6.4,Peter Smit,p.smit@roc.nl,True
20238623,Rosalie Coenen,r.coenen@student.roc.nl,18,V,HAVO,Economie,Commercieel medewerker,90111,2023-2024,3,BBL,2023-09-01,0.896,0.913,50,5.9,7.5,Mohammed Boukhari,m.boukhari@roc.nl,False
20238624,Kim Lemmens,k.lemmens@student.roc.nl,22,M,HAVO,Techniek,Installatiemonteur,25480,2023-2024,2,BOL,2023-09-01,0.719,0.747,36,6.6,5.1,Jan de Vries,j.devries@roc.nl,False
20238625,Fay Rubben,f.rubben@student.roc.nl,20,M,VMBO-K,Zorg,Helpende Zorg & Welzijn,92640,2023-2024,2,BOL,2023-09-01,0.709,0.646,38,7.3,7.1,Jan de Vries,j.devries@roc.nl,False
20228626,Kyano Kortman,k.kortman@student.roc.nl,20,M,VMBO-B,Dienstverlening,Kok,25185,2022-2023,2,BOL,2022-09-01,0.849,0.823,38,6.4,7.4,Fatima El Amrani,f.elamrani@roc.nl,False
20228627,"Isabel Bourgondië, van","i.bourgondië,van@student.roc.nl",22,V,VMBO-B,Dienstverlening,Kok,25185,2022-2023,2,BOL,2022-09-01,0.699,0.793,51,6.6,6.9,Peter Smit,p.smit@roc.nl,False
20228628,Jasper Groote-Broeders,j.groote-broeders@student.roc.nl,17,M,HAVO,Economie,Commercieel medewerker,90111,2022-2023,3,BBL,2022-09-01,0.553,0.53,23,5.2,7.0,Fatima El Amrani,f.elamrani@roc.nl,False
20228629,Sander van Arnsberg-Kort,s.vanarnsberg-kort@student.roc.nl,19,V,MBO niveau 3,Groen,Tuin- en landschapsbeheer,97252,2022-2023,3,BOL,2022-09-01,0.907,0.656,34,7.4,7.0,Anita Jansen,a.jansen@roc.nl,False
20238630,Yassin Karels,y.karels@student.roc.nl,16,V,MBO niveau 3,Techniek,Elektrotechniek,25160,2023-2024,3,BOL,2023-09-01,0.892,0.771,40,6.0,6.3,Anita Jansen,a.jansen@roc.nl,False
20228631,Ella Ansems,e.ansems@student.roc.nl,20,V,VMBO-K,Techniek,Software Developer,25604,2022-2023,4,BOL,2022-09-01,0.622,0.645,42,6.7,7.1,Fatima El Amrani,f.elamrani@roc.nl,False
20238632,Rayan Chotzen,r.chotzen@student.roc.nl,21,M,VMBO-T,Dienstverlening,Gastvrouw/-heer,90191,2023-2024,3,BOL,2023-09-01,0.526,0.57,31,4.2,7.2,Mohammed Boukhari,m.boukhari@roc.nl,False
20238633,Cornelia Timmerman,c.timmerman@student.roc.nl,20,V,VMBO-B,Dienstverlening,Kok,25185,2023-2024,2,BOL,2023-09-01,0.653,0.695,34,7.1,6.9,Mohammed Boukhari,m.boukhari@roc.nl,False
20228634,Leah Schouten-de Leeuw,l.schouten-deleeuw@student.roc.nl,20,M,VMBO-K,Dienstverlening,Kok,25185,2022-2023,2,BOL,2022-09-01,0.878,0.73,50,8.4,5.1,Anita Jansen,a.jansen@roc.nl,False
20228635,Lisa Zijlmans,l.zijlmans@student.roc.nl,19,M,VMBO-K,Techniek,Installatiemonteur,25480,2022-2023,2,BOL,2022-09-01,0.726,0.612,45,7.3,9.0,Jan de Vries,j.devries@roc.nl,False
20238636,Jaylinn Kleybrink,j.kleybrink@student.roc.nl,16,M,VMBO-K,Groen,Dierverzorger,97730,2023-2024,3,BBL,2023-09-01,0.635,0.718,37,5.4,6.0,Jan de Vries,j.devries@roc.nl,False
20238637,Jolie Kisman,j.kisman@student.roc.nl,22,V,MBO niveau 2,Economie,Commercieel medewerker,90111,2023-2024,3,BOL,2023-09-01,0.963,0.877,54,6.7,7.1,Anita Jansen,a.jansen@roc.nl,False
20228638,Annemijn de Groot,a.degroot@student.roc.nl,19,M,VMBO-K,Economie,Financieel administrateur,90370,2022-2023,4,BOL,2022-09-01,0.59,0.602,40,8.0,5.5,Anita Jansen,a.jansen@roc.nl,False
20238639,Amir Weerdenburg,a.weerdenburg@student.roc.nl,18,V,VMBO-K,Zorg,Helpende Zorg & Welzijn,92640,2023-2024,2,BOL,2023-09-01,0.757,0.729,41,6.3,4.9,Anita Jansen,a.jansen@roc.nl,False
20238640,Hendrik van de Ven-Jansen,h.vandeven-jansen@student.roc.nl,17,M,HAVO,Techniek,Installatiemonteur,25480,2023-2024,2,BOL,2023-09-01,0.824,0.73,45,7.7,5.1,Jan de Vries,j.devries@roc.nl,False
20238641,Jill van Dijk,j.vandijk@student.roc.nl,21,M,VMBO-B,Economie,Financieel administrateur,90370,2023-2024,4,BOL,2023-09-01,0.447,0.631,31,8.6,6.8,Fatima El Amrani,f.elamrani@roc.nl,False
20228642,Valentijn Lage,v.lage@student.roc.nl,24,V,VMBO-B,Zorg,Verzorgende IG,93500,2022-2023,3,BOL,2022-09-01,0.625,0.562,24,5.0,5.7,Jan de Vries,j.devries@roc.nl,False
20228643,Jolie van Lucel,j.vanlucel@student.roc.nl,16,V,MBO niveau 2,Zorg,Verzorgende IG,93500,2022-2023,3,BBL,2022-09-01,0.76,0.71,43,8.3,6.1,Fatima El Amrani,f.elamrani@roc.nl,False
20228644,Sep Haselaar,s.haselaar@student.roc.nl,20,X,MBO niveau 2,Groen,Dierverzorger,97730,2022-2023,3,BOL,2022-09-01,0.805,0.85,38,6.9,7.5,Peter Smit,p.smit@roc.nl,True
20238645,Frederique Dircken,f.dircken@student.roc.nl,22,M,VMBO-B,Techniek,Elektrotechniek,25160,2023-2024,3,BOL,2023-09-01,0.895,0.684,37,6.4,5.7,Mohammed Boukhari,m.boukhari@roc.nl,False
20228646,Lot Uphus-Rippey,l.uphus-rippey@student.roc.nl,16,M,VMBO-T,Economie,Logistiek medewerker,90640,2022-2023,3,BOL,2022-09-01,0.939,0.851,52,9.0,6.1,Anita Jansen,a.jansen@roc.nl,False
20238647,Simon Waardeloo,s.waardeloo@student.roc.nl,21,V,HAVO,Economie,Logistiek medewerker,90640,2023-2024,3,BOL,2023-09-01,0.669,0.707,38,8.1,6.6,Mohammed Boukhari,m.boukhari@roc.nl,False
20238648,Bibi van der Stael de Jonge,b.vanderstaeldejonge@student.roc.nl,16,M,VMBO-T,Groen,Dierverzorger,97730,2023-2024,3,BOL,2023-09-01,0.662,0.645,38,7.3,8.1,Anita Jansen,a.jansen@roc.nl,False
20238649,Tijs de Graaf,t.degraaf@student.roc.nl,19,V,VMBO-B,Techniek,Software Developer,25604,2023-2024,4,BOL,2023-09-01,0.917,0.886,45,7.8,9.3,Anita Jansen,a.jansen@roc.nl,False
20228650,Ravi de Jong,r.dejong@student.roc.nl,19,M,VMBO-B,Economie,Manager handel,90202,2022-2023,4,BBL,2022-09-01,0.878,0.852,45,6.0,4.7,Jan de Vries,j.devries@roc.nl,False
20238651,Lizz van der Avoirt-van Dokkum,l.vanderavoirt-vandokkum@student.roc.nl,20,M,VMBO-B,Economie,Manager handel,90202,2023-2024,4,BOL,2023-09-01,0.493,0.515,34,5.7,5.9,Anita Jansen,a.jansen@roc.nl,True
20238652,Puk Soos-van der Spaendonck,p.soos-vanderspaendonck@student.roc.nl,17,V,VMBO-T,Economie,Manager handel,90202,2023-2024,4,BBL,2023-09-01,0.658,0.56,31,7.5,10.0,Jan de Vries,j.devries@roc.nl,False
20228653,Olivia Lommert,o.lommert@student.roc.nl,21,M,MBO niveau 3,Zorg,Verpleegkundige,99070,2022-2023,4,BOL,2022-09-01,0.398,0.503,28,5.4,5.6,Jan de Vries,j.devries@roc.nl,False
20238654,Mia van den Berg,m.vandenberg@student.roc.nl,19,V,VMBO-K,Groen,Medewerker voedsel,97590,2023-2024,2,BOL,2023-09-01,0.864,0.773,44,5.9,4.6,Anita Jansen,a.jansen@roc.nl,False
20228655,Lex van Wel-Zuidweg,l.vanwel-zuidweg@student.roc.nl,25,M,VMBO-T,Economie,Commercieel medewerker,90111,2022-2023,3,BOL,2022-09-01,0.923,0.814,38,5.1,6.8,Fatima El Amrani,f.elamrani@roc.nl,False
20228656,Kyra Kleibrink,k.kleibrink@student.roc.nl,18,M,VMBO-K,Dienstverlening,Gastvrouw/-heer,90191,2022-2023,3,BOL,2022-09-01,0.941,0.908,53,6.1,6.2,Fatima El Amrani,f.elamrani@roc.nl,False
20238657,Juliette Schagen-van der Laarse,j.schagen-vanderlaarse@student.roc.nl,19,X,HAVO,Economie,Logistiek medewerker,90640,2023-2024,3,BOL,2023-09-01,0.885,0.66,34,7.5,7.0,Anita Jansen,a.jansen@roc.nl,False
20228658,Stijn de Wit-Meyer,s.dewit-meyer@student.roc.nl,24,V,VMBO-K,Groen,Medewerker voedsel,97590,2022-2023,2,BOL,2022-09-01,0.981,0.784,45,7.7,5.3,Jan de Vries,j.devries@roc.nl,False
20238659,Alex Meijer-van het Heerenveen,a.meijer-vanhetheerenveen@student.roc.nl,18,M,HAVO,Economie,Logistiek medewerker,90640,2023-2024,3,BOL,2023-09-01,0.881,0.738,44,6.2,5.3,Peter Smit,p.smit@roc.nl,False
20228660,Lot Ouwerkerk,l.ouwerkerk@student.roc.nl,18,V,VMBO-B,Techniek,Installatiemonteur,25480,2022-2023,2,BOL,2022-09-01,0.683,0.577,33,6.1,7.7,Fatima El Amrani,f.elamrani@roc.nl,True
20228661,Stef Smits-Jdotte,s.smits-jdotte@student.roc.nl,17,M,MBO niveau 3,Zorg,Helpende Zorg & Welzijn,92640,2022-2023,2,BOL,2022-09-01,0.617,0.498,31,8.2,6.2,Jan de Vries,j.devries@roc.nl,True
20238662,Azra Takkelenburg,a.takkelenburg@student.roc.nl,19,M,VMBO-B,Economie,Logistiek medewerker,90640,2023-2024,3,BOL,2023-09-01,0.854,0.781,43,4.7,5.4,Fatima El Amrani,f.elamrani@roc.nl,False
20238663,Jay van Waas,j.vanwaas@student.roc.nl,19,M,VMBO-T,Groen,Medewerker voedsel,97590,2023-2024,2,BBL,2023-09-01,0.798,0.681,35,5.7,5.5,Fatima El Amrani,f.elamrani@roc.nl,False
20228664,Quinty de Koning,q.dekoning@student.roc.nl,23,V,VMBO-K,Dienstverlening,Gastvrouw/-heer,90191,2022-2023,3,BBL,2022-09-01,0.858,0.724,33,6.4,7.8,Fatima El Amrani,f.elamrani@roc.nl,False
20228665,Zara Beijring,z.beijring@student.roc.nl,22,M,MBO niveau 3,Techniek,Software Developer,25604,2022-2023,4,BOL,2022-09-01,0.405,0.449,38,6.5,4.5,Fatima El Amrani,f.elamrani@roc.nl,True
20238666,Cornelia Bouwhuisen,c.bouwhuisen@student.roc.nl,25,V,MBO niveau 2,Techniek,Installatiemonteur,25480,2023-2024,2,BOL,2023-09-01,0.632,0.597,30,6.9,5.9,Jan de Vries,j.devries@roc.nl,False
20238667,Beau Korstman,b.korstman@student.roc.nl,18,V,MBO niveau 3,Techniek,Elektrotechniek,25160,2023-2024,3,BOL,2023-09-01,0.474,0.564,38,5.8,3.4,Jan de Vries,j.devries@roc.nl,False
20238668,Olivia Nijman,o.nijman@student.roc.nl,22,V,HAVO,Techniek,Installatiemonteur,25480,2023-2024,2,BOL,2023-09-01,0.849,0.732,34,4.4,5.3,Anita Jansen,a.jansen@roc.nl,True
20238669,Lena Coenen,l.coenen@student.roc.nl,20,M,VMBO-T,Techniek,Software Developer,25604,2023-2024,4,BOL,2023-09-01,0.886,0.809,46,5.8,5.8,Mohammed Boukhari,m.boukhari@roc.nl,False
20228670,Lorenzo van Dalem,l.vandalem@student.roc.nl,21,M,VMBO-K,Groen,Tuin- en landschapsbeheer,97252,2022-2023,3,BOL,2022-09-01,0.73,0.687,44,5.7,5.5,Anita Jansen,a.jansen@roc.nl,False
20238671,Stef Middelkoop,s.middelkoop@student.roc.nl,18,V,VMBO-K,Economie,Logistiek medewerker,90640,2023-2024,3,BBL,2023-09-01,0.416,0.596,34,6.4,5.3,Anita Jansen,a.jansen@roc.nl,False
20238672,Leon van den Eijssel,l.vandeneijssel@student.roc.nl,20,M,HAVO,Economie,Financieel administrateur,90370,2023-2024,4,BOL,2023-09-01,0.838,0.842,52,7.8,3.9,Anita Jansen,a.jansen@roc.nl,False
20228673,Sem van Henegouwen,s.vanhenegouwen@student.roc.nl,18,M,VMBO-B,Groen,Tuin- en landschapsbeheer,97252,2022-2023,3,BOL,2022-09-01,0.343,0.328,28,6.9,8.8,Anita Jansen,a.jansen@roc.nl,False
20228674,Kyara van Boulogne-Roodesteijn,k.vanboulogne-roodesteijn@student.roc.nl,19,M,VMBO-K,Dienstverlening,Kok,25185,2022-2023,2,BOL,2022-09-01,0.715,0.79,49,4.6,6.9,Fatima El Amrani,f.elamrani@roc.nl,True
20228675,Alexander de Kale,a.dekale@student.roc.nl,22,X,VMBO-T,Dienstverlening,Kok,25185,2022-2023,2,BOL,2022-09-01,0.693,0.709,37,7.4,7.4,Jan de Vries,j.devries@roc.nl,False
20238676,Morris Vignon,m.vignon@student.roc.nl,22,V,MBO niveau 2,Zorg,Helpende Zorg & Welzijn,92640,2023-2024,2,BOL,2023-09-01,0.424,0.489,25,8.7,5.9,Fatima El Amrani,f.elamrani@roc.nl,True
20238677,Esila Louws,e.louws@student.roc.nl,22,V,VMBO-K,Economie,Manager handel,90202,2023-2024,4,BOL,2023-09-01,0.534,0.705,39,5.8,7.4,Anita Jansen,a.jansen@roc.nl,False
20238678,Koen van Wickerode-Flink,k.vanwickerode-flink@student.roc.nl,16,M,VMBO-T,Groen,Tuin- en landschapsbeheer,97252,2023-2024,3,BBL,2023-09-01,0.755,0.768,45,7.3,8.0,Fatima El Amrani,f.elamrani@roc.nl,False
20228679,Morris van der Leek-VI,m.vanderleek-vi@student.roc.nl,16,V,VMBO-K,Economie,Logistiek medewerker,90640,2022-2023,3,BOL,2022-09-01,0.49,0.518,32,7.2,5.6,Fatima El Amrani,f.elamrani@roc.nl,False
20238680,Amélie Bave,a.bave@student.roc.nl,23,V,VMBO-B,Economie,Manager handel,90202,2023-2024,4,BOL,2023-09-01,0.806,0.808,34,6.3,6.3,Jan de Vries,j.devries@roc.nl,True
20238681,Jayda Stook,j.stook@student.roc.nl,19,M,MBO niveau 2,Economie,Financieel administrateur,90370,2023-2024,4,BOL,2023-09-01,0.815,0.75,51,6.3,4.6,Fatima El Amrani,f.elamrani@roc.nl,False
20228682,Isa van Heusden,i.vanheusden@student.roc.nl,19,M,VMBO-B,Groen,Medewerker voedsel,97590,2022-2023,2,BOL,2022-09-01,0.64,0.723,42,6.8,5.1,Fatima El Amrani,f.elamrani@roc.nl,False
20228683,Evy van Kasteelen,e.vankasteelen@student.roc.nl,23,M,MBO niveau 2,Groen,Medewerker voedsel,97590,2022-2023,2,BOL,2022-09-01,0.627,0.557,34,7.3,7.9,Peter Smit,p.smit@roc.nl,True
20228684,Amira van Breukeleveen-Oude Heer,a.vanbreukeleveen-oudeheer@student.roc.nl,24,M,MBO niveau 3,Techniek,Software Developer,25604,2022-2023,4,BOL,2022-09-01,0.723,0.781,42,6.6,7.2,Fatima El Amrani,f.elamrani@roc.nl,True
20238685,Mare Lucas,m.lucas@student.roc.nl,18,X,VMBO-T,Techniek,Software Developer,25604,2023-2024,4,BOL,2023-09-01,0.719,0.767,38,6.5,5.9,Mohammed Boukhari,m.boukhari@roc.nl,False
20228686,Pleun van der Heyden,p.vanderheyden@student.roc.nl,21,V,VMBO-T,Groen,Dierverzorger,97730,2022-2023,3,BOL,2022-09-01,0.751,0.691,39,6.5,8.2,Anita Jansen,a.jansen@roc.nl,False
20228687,Anne van de Wal-Oosterhout,a.vandewal-oosterhout@student.roc.nl,23,V,VMBO-K,Dienstverlening,Kok,25185,2022-2023,2,BOL,2022-09-01,0.772,0.771,45,6.0,4.9,Jan de Vries,j.devries@roc.nl,True
20238688,Felix Rubben,f.rubben@student.roc.nl,27,M,MBO niveau 3,Techniek,Software Developer,25604,2023-2024,4,BOL,2023-09-01,0.619,0.65,42,7.8,5.5,Anita Jansen,a.jansen@roc.nl,False
20228689,Joep Schulten,j.schulten@student.roc.nl,17,M,VMBO-T,Techniek,Installatiemonteur,25480,2022-2023,2,BOL,2022-09-01,0.769,0.669,39,5.9,6.1,Anita Jansen,a.jansen@roc.nl,False
20238690,Thom Steenbeek,t.steenbeek@student.roc.nl,20,V,HAVO,Economie,Commercieel medewerker,90111,2023-2024,3,BBL,2023-09-01,0.777,0.662,33,4.3,4.5,Jan de Vries,j.devries@roc.nl,False
20238691,Jip van Bernicia-Cornelissen,j.vanbernicia-cornelissen@student.roc.nl,18,X,MBO niveau 3,Groen,Tuin- en landschapsbeheer,97252,2023-2024,3,BOL,2023-09-01,0.398,0.572,37,7.6,8.0,Mohammed Boukhari,m.boukhari@roc.nl,True
20238692,Matthias van Ooyen,m.vanooyen@student.roc.nl,17,V,MBO niveau 2,Zorg,Helpende Zorg & Welzijn,92640,2023-2024,2,BBL,2023-09-01,0.58,0.681,37,7.6,6.3,Mohammed Boukhari,m.boukhari@roc.nl,False
20238693,Lizz de Bruijn,l.debruijn@student.roc.nl,16,M,VMBO-T,Groen,Medewerker voedsel,97590,2023-2024,2,BOL,2023-09-01,0.699,0.73,45,7.4,6.9,Mohammed Boukhari,m.boukhari@roc.nl,False
20238694,Sophia Bökenkamp-Mangel,s.bökenkamp-mangel@student.roc.nl,21,M,VMBO-K,Dienstverlening,Kok,25185,2023-2024,2,BOL,2023-09-01,0.883,0.806,58,6.7,8.0,Mohammed Boukhari,m.boukhari@roc.nl,False
20228695,Mehmet van Hagen,m.vanhagen@student.roc.nl,18,M,VMBO-K,Economie,Manager handel,90202,2022-2023,4,BOL,2022-09-01,0.779,0.749,41,4.6,8.6,Fatima El Amrani,f.elamrani@roc.nl,False
20238696,Maarten van 't Riet,m.van'triet@student.roc.nl,19,V,VMBO-B,Techniek,Software Developer,25604,2023-2024,4,BOL,2023-09-01,0.481,0.473,23,8.6,7.3,Fatima El Amrani,f.elamrani@roc.nl,True
20238697,Youssef Heymans,y.heymans@student.roc.nl,20,V,HAVO,Techniek,Software Developer,25604,2023-2024,4,BBL,2023-09-01,0.847,0.592,34,8.3,4.9,Fatima El Amrani,f.elamrani@roc.nl,False
20228698,Benjamin van den Brink,b.vandenbrink@student.roc.nl,18,M,MBO niveau 3,Zorg,Verpleegkundige,99070,2022-2023,4,BOL,2022-09-01,0.942,0.847,45,8.2,6.7,Peter Smit,p.smit@roc.nl,False
20228699,Fien Klerks-Godfrey van Alemannië,f.klerks-godfreyvanalemannië@student.roc.nl,19,M,HAVO,Zorg,Helpende Zorg & Welzijn,92640,2022-2023,2,BOL,2022-09-01,0.602,0.703,34,6.0,5.7,Peter Smit,p.smit@roc.nl,False
20228700,Timo Bronder,t.bronder@student.roc.nl,18,M,VMBO-B,Zorg,Verpleegkundige,99070,2022-2023,4,BOL,2022-09-01,0.817,0.847,42,5.6,6.4,Mohammed Boukhari,m.boukhari@roc.nl,False
20228701,Maja Rouwenhorst-Chrodtrud,m.rouwenhorst-chrodtrud@student.roc.nl,20,V,HAVO,Techniek,Elektrotechniek,25160,2022-2023,3,BOL,2022-09-01,0.725,0.774,39,5.2,8.1,Jan de Vries,j.devries@roc.nl,False
20228702,Lois Olykan,l.olykan@student.roc.nl,21,V,VMBO-B,Dienstverlening,Kok,25185,2022-2023,2,BOL,2022-09-01,0.261,0.423,24,6.6,7.1,Anita Jansen,a.jansen@roc.nl,False
20238703,Ryan Jacobs,r.jacobs@student.roc.nl,22,V,VMBO-T,Zorg,Verzorgende IG,93500,2023-2024,3,BOL,2023-09-01,0.628,0.423,34,5.9,6.6,Mohammed Boukhari,m.boukhari@roc.nl,True
20238704,Chloë van de Elzas-Blewanus,c.vandeelzas-blewanus@student.roc.nl,16,M,VMBO-B,Groen,Dierverzorger,97730,2023-2024,3,BOL,2023-09-01,0.742,0.645,35,4.7,7.9,Fatima El Amrani,f.elamrani@roc.nl,False
20238705,Amélie Chevresson,a.chevresson@student.roc.nl,20,M,MBO niveau 2,Groen,Tuin- en landschapsbeheer,97252,2023-2024,3,BBL,2023-09-01,0.908,0.932,45,6.5,5.4,Mohammed Boukhari,m.boukhari@roc.nl,False
20238706,Boris Langevoort,b.langevoort@student.roc.nl,22,M,MBO niveau 3,Zorg,Verpleegkundige,99070,2023-2024,4,BOL,2023-09-01,0.86,0.774,48,6.6,7.2,Anita Jansen,a.jansen@roc.nl,False
20228707,Maxim van Wijland-Spies,m.vanwijland-spies@student.roc.nl,18,M,VMBO-K,Techniek,Software Developer,25604,2022-2023,4,BOL,2022-09-01,0.633,0.749,41,8.5,4.4,Anita Jansen,a.jansen@roc.nl,False
20228708,Niels van Eck,n.vaneck@student.roc.nl,28,M,VMBO-B,Zorg,Doktersassistent,34576,2022-2023,4,BBL,2022-09-01,0.66,0.58,34,6.7,6.2,Anita Jansen,a.jansen@roc.nl,False
20238709,Vincent van Eck,v.vaneck@student.roc.nl,20,M,VMBO-B,Groen,Dierverzorger,97730,2023-2024,3,BOL,2023-09-01,0.836,0.757,48,6.2,6.6,Fatima El Amrani,f.elamrani@roc.nl,False
20238710,Puck Spruyt-Hoogers,p.spruyt-hoogers@student.roc.nl,16,V,VMBO-K,Zorg,Doktersassistent,34576,2023-2024,4,BOL,2023-09-01,0.75,0.7,39,6.1,7.4,Mohammed Boukhari,m.boukhari@roc.nl,False
20228711,Jasper Spaan,j.spaan@student.roc.nl,17,M,VMBO-K,Groen,Tuin- en landschapsbeheer,97252,2022-2023,3,BBL,2022-09-01,0.87,0.828,52,4.4,6.5,Anita Jansen,a.jansen@roc.nl,False
20238712,Maria Dachgelt,m.dachgelt@student.roc.nl,18,M,HAVO,Economie,Logistiek medewerker,90640,2023-2024,3,BOL,2023-09-01,0.326,0.536,22,5.9,4.2,Jan de Vries,j.devries@roc.nl,False
20228713,Jason Estey-Rijcken,j.estey-rijcken@student.roc.nl,17,M,MBO niveau 2,Techniek,Installatiemonteur,25480,2022-2023,2,BOL,2022-09-01,0.857,0.769,45,6.3,5.8,Peter Smit,p.smit@roc.nl,True
20228714,Julia Jansse,j.jansse@student.roc.nl,19,M,VMBO-T,Groen,Tuin- en landschapsbeheer,97252,2022-2023,3,BOL,2022-09-01,0.79,0.791,42,5.1,5.6,Anita Jansen,a.jansen@roc.nl,False
20228715,Nova Wever,n.wever@student.roc.nl,18,X,MBO niveau 3,Economie,Commercieel medewerker,90111,2022-2023,3,BOL,2022-09-01,0.879,0.753,41,6.6,8.6,Anita Jansen,a.jansen@roc.nl,False
