studentnummer,naam,email,leeftijd,geslacht,vooropleiding,sector,opleiding,crebocode,cohort,niveau,leerweg,intakedatum,aanwezigheid,voortgang,bsa_studiepunten,cijfer_nederlands,cijfer_rekenen,mentor_naam,mentor_email
20240869,Thijs Timmerman,t.timmerman@student.roc.nl,26,M,HAVO,Techniek,Netwerkbeheerder,93200,2024-2025,4,BOL,2024-09-01,0.818,0.763,40,8.5,4.0,Anita Jansen,a.jansen@roc.nl
20240870,Aaliyah van den Bergh,a.vandenbergh@student.roc.nl,24,V,VMBO-B,Groen,Medewerker voedsel,97590,2024-2025,2,BBL,2024-09-01,0.427,0.468,25,5.2,6.8,Jan de Vries,j.devries@roc.nl
20240871,Nisa Kort,n.kort@student.roc.nl,21,M,VMBO-K,Zorg,Helpende Zorg & Welzijn,92640,2024-2025,2,BBL,2024-09-01,0.409,0.601,39,6.7,4.6,Anita Jansen,a.jansen@roc.nl
20240872,Danique de Jager,d.dejager@student.roc.nl,20,M,HAVO,Techniek,Software Developer,25604,2024-2025,4,BOL,2024-09-01,0.676,0.635,43,8.3,7.1,Peter Smit,p.smit@roc.nl
20240873,Tijmen van Berkel,t.vanberkel@student.roc.nl,20,V,MBO niveau 2,Techniek,Netwerkbeheerder,93200,2024-2025,4,BBL,2024-09-01,0.679,0.74,40,5.7,6.7,Fatima El Amrani,f.elamrani@roc.nl
20240874,Oscar Mulders-Willemsen,o.mulders-willemsen@student.roc.nl,22,V,VMBO-K,Economie,Manager handel,90202,2024-2025,4,BOL,2024-09-01,0.82,0.812,49,6.8,10.0,Anita Jansen,a.jansen@roc.nl
20240875,Bram Vignon,b.vignon@student.roc.nl,17,M,VMBO-K,Dienstverlening,Gastvrouw/-heer,90191,2024-2025,3,BBL,2024-09-01,0.462,0.576,30,6.4,4.6,Anita Jansen,a.jansen@roc.nl
20240876,Ibrahim Butselaar,i.butselaar@student.roc.nl,22,V,HAVO,Zorg,Verzorgende IG,93500,2024-2025,3,BOL,2024-09-01,0.68,0.626,30,5.1,6.1,Jan de Vries,j.devries@roc.nl
20240877,Joshua van den Nuwenhijsen,j.vandennuwenhijsen@student.roc.nl,20,M,VMBO-B,Economie,Financieel administrateur,90370,2024-2025,4,BOL,2024-09-01,0.92,0.882,46,7.7,7.1,Jan de Vries,j.devries@roc.nl
20240878,Lauren van der Linden-Verbruggen,l.vanderlinden-verbruggen@student.roc.nl,21,V,VMBO-K,Groen,Medewerker voedsel,97590,2024-2025,2,BOL,2024-09-01,0.429,0.632,42,6.5,3.8,Mohammed Boukhari,m.boukhari@roc.nl
20240879,Amir Hexspoor,a.hexspoor@student.roc.nl,20,V,VMBO-B,Zorg,Verpleegkundige,99070,2024-2025,4,BBL,2024-09-01,0.789,0.642,31,7.2,7.0,Fatima El Amrani,f.elamrani@roc.nl
20240880,Dex Spiker,d.spiker@student.roc.nl,19,V,HAVO,Techniek,Netwerkbeheerder,93200,2024-2025,4,BOL,2024-09-01,0.794,0.714,38,7.7,6.3,Jan de Vries,j.devries@roc.nl
20240881,Merijn Claesner-Gervais,m.claesner-gervais@student.roc.nl,20,V,VMBO-K,Zorg,Verzorgende IG,93500,2024-2025,3,BOL,2024-09-01,0.727,0.736,37,9.6,7.4,Mohammed Boukhari,m.boukhari@roc.nl
20240882,Jennifer Jacobs,j.jacobs@student.roc.nl,22,V,VMBO-T,Economie,Financieel administrateur,90370,2024-2025,4,BOL,2024-09-01,0.91,0.882,40,7.3,5.2,Mohammed Boukhari,m.boukhari@roc.nl
20240883,Emir Broeders-de Vries,e.broeders-devries@student.roc.nl,19,M,MBO niveau 2,Dienstverlening,Gastvrouw/-heer,90191,2024-2025,3,BOL,2024-09-01,0.836,0.77,46,6.6,7.3,Anita Jansen,a.jansen@roc.nl
20240884,"Mathijs Bourgondië, van","m.bourgondië,van@student.roc.nl",23,M,VMBO-T,Groen,Medewerker voedsel,97590,2024-2025,2,BOL,2024-09-01,0.862,0.629,38,5.5,5.8,Fatima El Amrani,f.elamrani@roc.nl
20240885,Zeynep Vandenbergh,z.vandenbergh@student.roc.nl,16,M,MBO niveau 2,Zorg,Doktersassistent,34576,2024-2025,4,BOL,2024-09-01,0.857,0.841,43,8.2,9.0,Jan de Vries,j.devries@roc.nl
20240886,Valerie Chrodtrud-le Briel,v.chrodtrud-lebriel@student.roc.nl,18,M,VMBO-T,Groen,Tuin- en landschapsbeheer,97252,2024-2025,3,BOL,2024-09-01,0.316,0.35,24,5.3,3.7,Jan de Vries,j.devries@roc.nl
20240887,Senna le Guellec,s.leguellec@student.roc.nl,18,M,MBO niveau 3,Economie,Commercieel medewerker,90111,2024-2025,3,BOL,2024-09-01,0.856,0.811,46,5.1,7.1,Peter Smit,p.smit@roc.nl
20240888,Angelina Schuurmans-van Brenen,a.schuurmans-vanbrenen@student.roc.nl,21,V,VMBO-T,Groen,Dierverzorger,97730,2024-2025,3,BOL,2024-09-01,0.845,0.676,38,5.5,7.3,Peter Smit,p.smit@roc.nl
20240889,Micha Kremer,m.kremer@student.roc.nl,22,V,MBO niveau 3,Zorg,Doktersassistent,34576,2024-2025,4,BOL,2024-09-01,0.774,0.716,24,5.6,3.6,Anita Jansen,a.jansen@roc.nl
20240890,Mara Neuzerling-Grondel,m.neuzerling-grondel@student.roc.nl,19,M,HAVO,Groen,Tuin- en landschapsbeheer,97252,2024-2025,3,BOL,2024-09-01,0.598,0.667,36,8.1,4.8,Anita Jansen,a.jansen@roc.nl
20240891,Mohammed Lamore,m.lamore@student.roc.nl,17,X,HAVO,Groen,Dierverzorger,97730,2024-2025,3,BOL,2024-09-01,0.759,0.809,46,5.9,8.6,Mohammed Boukhari,m.boukhari@roc.nl
20240892,Twan van Ooste-Barents,t.vanooste-barents@student.roc.nl,17,V,MBO niveau 2,Zorg,Verzorgende IG,93500,2024-2025,3,BBL,2024-09-01,0.823,0.777,45,5.8,5.4,Anita Jansen,a.jansen@roc.nl
20240893,Maryam Vial-de Haas,m.vial-dehaas@student.roc.nl,16,M,MBO niveau 2,Techniek,Netwerkbeheerder,93200,2024-2025,4,BBL,2024-09-01,0.618,0.681,38,6.9,8.5,Anita Jansen,a.jansen@roc.nl
20240894,Marit Massa,m.massa@student.roc.nl,16,V,VMBO-K,Techniek,Installatiemonteur,25480,2024-2025,2,BOL,2024-09-01,0.755,0.766,40,5.7,7.1,Fatima El Amrani,f.elamrani@roc.nl
20240895,Ruben Bos,r.bos@student.roc.nl,20,V,VMBO-T,Zorg,Helpende Zorg & Welzijn,92640,2024-2025,2,BOL,2024-09-01,0.876,0.793,34,8.8,8.4,Peter Smit,p.smit@roc.nl
20240896,Marit Risma,m.risma@student.roc.nl,20,M,MBO niveau 2,Zorg,Helpende Zorg & Welzijn,92640,2024-2025,2,BBL,2024-09-01,0.821,0.799,41,5.2,4.3,Mohammed Boukhari,m.boukhari@roc.nl
20240897,Pleun Brandon,p.brandon@student.roc.nl,23,X,MBO niveau 3,Economie,Financieel administrateur,90370,2024-2025,4,BOL,2024-09-01,0.742,0.632,30,6.0,5.8,Peter Smit,p.smit@roc.nl
20240898,Aya van de Brink,a.vandebrink@student.roc.nl,16,V,VMBO-B,Groen,Tuin- en landschapsbeheer,97252,2024-2025,3,BOL,2024-09-01,0.39,0.587,35,5.5,9.0,Mohammed Boukhari,m.boukhari@roc.nl
20240899,Marinus van de Berg,m.vandeberg@student.roc.nl,16,X,VMBO-T,Groen,Medewerker voedsel,97590,2024-2025,2,BOL,2024-09-01,0.803,0.703,47,6.5,8.1,Jan de Vries,j.devries@roc.nl
20240900,Tom van Gemert,t.vangemert@student.roc.nl,18,V,HAVO,Groen,Dierverzorger,97730,2024-2025,3,BOL,2024-09-01,0.545,0.575,30,8.3,7.2,Jan de Vries,j.devries@roc.nl
20240901,Lauren van Soest-Krabbe,l.vansoest-krabbe@student.roc.nl,16,V,MBO niveau 3,Economie,Financieel administrateur,90370,2024-2025,4,BBL,2024-09-01,0.634,0.602,42,5.3,6.7,Peter Smit,p.smit@roc.nl
20240902,Silke van Stralen,s.vanstralen@student.roc.nl,18,M,VMBO-T,Dienstverlening,Kapper,97460,2024-2025,3,BOL,2024-09-01,0.502,0.649,34,6.1,4.3,Jan de Vries,j.devries@roc.nl
20240903,Ashley Adriaensdr,a.adriaensdr@student.roc.nl,19,V,MBO niveau 3,Groen,Dierverzorger,97730,2024-2025,3,BOL,2024-09-01,0.93,0.949,45,5.9,6.8,Fatima El Amrani,f.elamrani@roc.nl
20240904,Luca Willems van Lier,l.willemsvanlier@student.roc.nl,23,V,HAVO,Techniek,Elektrotechniek,25160,2024-2025,3,BOL,2024-09-01,0.812,0.84,46,5.6,6.6,Anita Jansen,a.jansen@roc.nl
20240905,Norah Wooning,n.wooning@student.roc.nl,16,M,HAVO,Dienstverlening,Gastvrouw/-heer,90191,2024-2025,3,BBL,2024-09-01,0.615,0.563,34,5.4,7.8,Mohammed Boukhari,m.boukhari@roc.nl
20240906,Marijn Bakker,m.bakker@student.roc.nl,19,V,VMBO-T,Dienstverlening,Kok,25185,2024-2025,2,BOL,2024-09-01,0.796,0.682,40,7.6,6.1,Fatima El Amrani,f.elamrani@roc.nl
20240907,Mohammed Mulders-Vegt,m.mulders-vegt@student.roc.nl,19,V,VMBO-T,Techniek,Netwerkbeheerder,93200,2024-2025,4,BOL,2024-09-01,0.801,0.853,48,5.8,5.2,Anita Jansen,a.jansen@roc.nl
20240908,Noor Friehus-Bos,n.friehus-bos@student.roc.nl,19,V,VMBO-K,Dienstverlening,Gastvrouw/-heer,90191,2024-2025,3,BOL,2024-09-01,0.76,0.81,40,7.0,4.1,Jan de Vries,j.devries@roc.nl
20240909,Faye Cammel-Diesbergen,f.cammel-diesbergen@student.roc.nl,20,V,VMBO-B,Groen,Dierverzorger,97730,2024-2025,3,BOL,2024-09-01,0.669,0.587,37,6.2,6.0,Mohammed Boukhari,m.boukhari@roc.nl
20240910,Quinty Schakelaar,q.schakelaar@student.roc.nl,18,M,VMBO-T,Techniek,Elektrotechniek,25160,2024-2025,3,BOL,2024-09-01,0.693,0.765,44,4.2,8.5,Jan de Vries,j.devries@roc.nl
20240911,Eliza Cornelisse,e.cornelisse@student.roc.nl,17,V,HAVO,Groen,Tuin- en landschapsbeheer,97252,2024-2025,3,BOL,2024-09-01,0.591,0.543,32,6.0,6.1,Anita Jansen,a.jansen@roc.nl
20240912,Marinus Bernaards,m.bernaards@student.roc.nl,18,V,HAVO,Economie,Logistiek medewerker,90640,2024-2025,3,BOL,2024-09-01,0.922,0.9,47,6.2,8.0,Mohammed Boukhari,m.boukhari@roc.nl
20240913,Imke Hendricks,i.hendricks@student.roc.nl,21,V,VMBO-K,Dienstverlening,Kapper,97460,2024-2025,3,BOL,2024-09-01,0.722,0.744,44,6.4,7.0,Mohammed Boukhari,m.boukhari@roc.nl
20240914,Arie Geldens-den Haag,a.geldens-denhaag@student.roc.nl,20,M,MBO niveau 2,Groen,Medewerker voedsel,97590,2024-2025,2,BOL,2024-09-01,0.684,0.772,41,4.8,5.3,Anita Jansen,a.jansen@roc.nl
20240915,Michael van der Meer-van Engeland,m.vandermeer-vanengeland@student.roc.nl,18,M,VMBO-K,Dienstverlening,Gastvrouw/-heer,90191,2024-2025,3,BOL,2024-09-01,0.89,0.836,50,8.9,6.8,Fatima El Amrani,f.elamrani@roc.nl
20240916,Cornelia Jorlink,c.jorlink@student.roc.nl,18,M,MBO niveau 2,Economie,Commercieel medewerker,90111,2024-2025,3,BOL,2024-09-01,0.707,0.688,48,7.6,6.4,Anita Jansen,a.jansen@roc.nl
20240917,Leah Muller,l.muller@student.roc.nl,17,M,MBO niveau 3,Economie,Logistiek medewerker,90640,2024-2025,3,BOL,2024-09-01,0.77,0.733,42,7.9,6.8,Anita Jansen,a.jansen@roc.nl
20240918,Bas van Wessex,b.vanwessex@student.roc.nl,23,V,VMBO-K,Techniek,Netwerkbeheerder,93200,2024-2025,4,BBL,2024-09-01,0.937,0.796,42,5.6,7.3,Anita Jansen,a.jansen@roc.nl
20240919,Linde Kronenberg,l.kronenberg@student.roc.nl,18,M,MBO niveau 2,Dienstverlening,Gastvrouw/-heer,90191,2024-2025,3,BBL,2024-09-01,0.461,0.551,35,5.4,7.4,Mohammed Boukhari,m.boukhari@roc.nl
20240920,Adam Martel-de Jong,a.martel-dejong@student.roc.nl,25,V,VMBO-T,Dienstverlening,Kapper,97460,2024-2025,3,BOL,2024-09-01,0.818,0.728,36,6.5,5.2,Fatima El Amrani,f.elamrani@roc.nl
20240921,Giel van Hostaden,g.vanhostaden@student.roc.nl,25,M,VMBO-B,Groen,Tuin- en landschapsbeheer,97252,2024-2025,3,BOL,2024-09-01,0.848,0.729,42,8.1,6.5,Jan de Vries,j.devries@roc.nl
20240922,Sarah de Bruijn-Weyland,s.debruijn-weyland@student.roc.nl,17,M,MBO niveau 3,Groen,Medewerker voedsel,97590,2024-2025,2,BOL,2024-09-01,0.506,0.451,30,6.8,6.6,Mohammed Boukhari,m.boukhari@roc.nl
20240923,Senn Dirksen,s.dirksen@student.roc.nl,23,V,VMBO-B,Dienstverlening,Gastvrouw/-heer,90191,2024-2025,3,BOL,2024-09-01,0.436,0.491,34,5.0,7.0,Mohammed Boukhari,m.boukhari@roc.nl
20240924,Mirthe Vastenhouw,m.vastenhouw@student.roc.nl,19,V,MBO niveau 3,Groen,Dierverzorger,97730,2024-2025,3,BOL,2024-09-01,0.8,0.669,29,8.3,6.3,Mohammed Boukhari,m.boukhari@roc.nl
20240925,Ian Bruggeman,i.bruggeman@student.roc.nl,23,V,MBO niveau 3,Dienstverlening,Kok,25185,2024-2025,2,BOL,2024-09-01,0.779,0.631,43,7.1,6.8,Fatima El Amrani,f.elamrani@roc.nl
20240926,Esmée Hak,e.hak@student.roc.nl,25,M,HAVO,Techniek,Installatiemonteur,25480,2024-2025,2,BOL,2024-09-01,0.969,0.891,50,9.5,4.9,Mohammed Boukhari,m.boukhari@roc.nl
20240927,Ise Sarneel,i.sarneel@student.roc.nl,20,V,HAVO,Dienstverlening,Gastvrouw/-heer,90191,2024-2025,3,BBL,2024-09-01,0.877,0.787,36,6.2,7.3,Jan de Vries,j.devries@roc.nl
20240928,Dirk Rek,d.rek@student.roc.nl,22,M,VMBO-B,Dienstverlening,Kok,25185,2024-2025,2,BOL,2024-09-01,0.843,0.719,45,7.0,7.6,Anita Jansen,a.jansen@roc.nl
20240929,Stella Heribert van Laon-Knoers,s.heribertvanlaon-knoers@student.roc.nl,16,X,VMBO-T,Zorg,Verzorgende IG,93500,2024-2025,3,BOL,2024-09-01,0.498,0.434,29,8.0,6.1,Mohammed Boukhari,m.boukhari@roc.nl
20240930,Esmee van Rooij,e.vanrooij@student.roc.nl,16,M,VMBO-B,Techniek,Software Developer,25604,2024-2025,4,BOL,2024-09-01,0.869,0.82,48,6.9,6.7,Peter Smit,p.smit@roc.nl
20240931,Jari de Vries,j.devries@student.roc.nl,16,V,VMBO-K,Economie,Commercieel medewerker,90111,2024-2025,3,BOL,2024-09-01,0.482,0.629,43,5.7,5.4,Peter Smit,p.smit@roc.nl
20240932,Jolie Jeggij-Marchand,j.jeggij-marchand@student.roc.nl,19,M,MBO niveau 3,Groen,Dierverzorger,97730,2024-2025,3,BOL,2024-09-01,0.885,0.873,42,6.7,6.4,Mohammed Boukhari,m.boukhari@roc.nl
20240933,Veerle Dachgelder,v.dachgelder@student.roc.nl,19,M,VMBO-K,Zorg,Verpleegkundige,99070,2024-2025,4,BOL,2024-09-01,0.712,0.693,40,6.4,7.7,Fatima El Amrani,f.elamrani@roc.nl
20240934,Maarten Vaessen,m.vaessen@student.roc.nl,19,V,VMBO-B,Dienstverlening,Kapper,97460,2024-2025,3,BOL,2024-09-01,0.819,0.83,35,7.7,4.3,Anita Jansen,a.jansen@roc.nl
20240935,Senna van de Klashorst,s.vandeklashorst@student.roc.nl,18,M,VMBO-T,Zorg,Doktersassistent,34576,2024-2025,4,BBL,2024-09-01,0.801,0.864,43,7.0,5.0,Mohammed Boukhari,m.boukhari@roc.nl
20240936,Mette Westerbeek,m.westerbeek@student.roc.nl,20,M,VMBO-B,Zorg,Doktersassistent,34576,2024-2025,4,BOL,2024-09-01,0.506,0.46,34,6.4,4.9,Jan de Vries,j.devries@roc.nl
20240937,Jim Dijkman,j.dijkman@student.roc.nl,16,M,MBO niveau 3,Techniek,Installatiemonteur,25480,2024-2025,2,BBL,2024-09-01,0.613,0.685,32,8.2,8.7,Mohammed Boukhari,m.boukhari@roc.nl
20240938,Sara Huijbrechts,s.huijbrechts@student.roc.nl,23,M,HAVO,Techniek,Elektrotechniek,25160,2024-2025,3,BBL,2024-09-01,0.529,0.608,34,7.7,5.0,Jan de Vries,j.devries@roc.nl
20240939,Marit Meis,m.meis@student.roc.nl,16,V,MBO niveau 2,Economie,Financieel administrateur,90370,2024-2025,4,BOL,2024-09-01,0.915,0.811,39,6.3,5.6,Peter Smit,p.smit@roc.nl
20240940,Julian Chotzen,j.chotzen@student.roc.nl,23,M,VMBO-B,Zorg,Helpende Zorg & Welzijn,92640,2024-2025,2,BOL,2024-09-01,0.691,0.744,37,6.1,5.7,Anita Jansen,a.jansen@roc.nl
20240941,Ivy van der Heiden,i.vanderheiden@student.roc.nl,18,M,VMBO-T,Groen,Medewerker voedsel,97590,2024-2025,2,BBL,2024-09-01,0.823,0.654,43,6.2,5.4,Peter Smit,p.smit@roc.nl
20240942,Sanne van Dijk,s.vandijk@student.roc.nl,17,V,VMBO-T,Groen,Tuin- en landschapsbeheer,97252,2024-2025,3,BOL,2024-09-01,0.609,0.723,37,7.8,7.6,Mohammed Boukhari,m.boukhari@roc.nl
20240943,Marinus Demmendaal-Rouwhorst,m.demmendaal-rouwhorst@student.roc.nl,21,V,VMBO-T,Groen,Tuin- en landschapsbeheer,97252,2024-2025,3,BOL,2024-09-01,0.873,0.915,49,8.0,7.1,Fatima El Amrani,f.elamrani@roc.nl
20240944,Xavi van Arnsberg-Haselaar,x.vanarnsberg-haselaar@student.roc.nl,16,X,VMBO-K,Zorg,Verpleegkundige,99070,2024-2025,4,BBL,2024-09-01,0.727,0.637,32,4.2,5.4,Fatima El Amrani,f.elamrani@roc.nl
20240945,Collin Köster,c.köster@student.roc.nl,22,M,VMBO-B,Techniek,Installatiemonteur,25480,2024-2025,2,BOL,2024-09-01,0.917,0.756,42,6.9,6.1,Anita Jansen,a.jansen@roc.nl
20240946,Quinten van der Flaas,q.vanderflaas@student.roc.nl,20,V,VMBO-T,Techniek,Installatiemonteur,25480,2024-2025,2,BOL,2024-09-01,0.698,0.692,45,7.6,7.9,Anita Jansen,a.jansen@roc.nl
20240947,Romy Huijs-Oversteeg,r.huijs-oversteeg@student.roc.nl,18,V,MBO niveau 3,Techniek,Elektrotechniek,25160,2024-2025,3,BOL,2024-09-01,0.554,0.671,30,5.9,5.0,Fatima El Amrani,f.elamrani@roc.nl
20240948,Ben Brumleve,b.brumleve@student.roc.nl,18,V,VMBO-K,Dienstverlening,Gastvrouw/-heer,90191,2024-2025,3,BOL,2024-09-01,0.876,0.871,48,6.1,6.2,Peter Smit,p.smit@roc.nl
20240949,Linde Slagmolen,l.slagmolen@student.roc.nl,20,M,MBO niveau 3,Techniek,Elektrotechniek,25160,2024-2025,3,BOL,2024-09-01,0.888,0.761,29,8.2,6.8,Mohammed Boukhari,m.boukhari@roc.nl
20240950,Liz Eckhardt,l.eckhardt@student.roc.nl,20,M,MBO niveau 3,Zorg,Helpende Zorg & Welzijn,92640,2024-2025,2,BOL,2024-09-01,0.792,0.838,41,6.2,6.9,Peter Smit,p.smit@roc.nl
20240951,Fabiënne Hendriks,f.hendriks@student.roc.nl,23,M,HAVO,Economie,Manager handel,90202,2024-2025,4,BOL,2024-09-01,0.911,0.703,37,6.6,6.1,Fatima El Amrani,f.elamrani@roc.nl
20240952,Yassin van de Biezenbos,y.vandebiezenbos@student.roc.nl,21,M,VMBO-B,Dienstverlening,Kapper,97460,2024-2025,3,BOL,2024-09-01,0.884,0.802,49,5.4,8.2,Peter Smit,p.smit@roc.nl
20240953,Leon Kerkhof,l.kerkhof@student.roc.nl,18,M,MBO niveau 3,Economie,Logistiek medewerker,90640,2024-2025,3,BOL,2024-09-01,0.95,0.826,42,6.4,3.0,Mohammed Boukhari,m.boukhari@roc.nl
20240954,Arthur Passchiers-Verbruggen,a.passchiers-verbruggen@student.roc.nl,23,V,HAVO,Zorg,Verpleegkundige,99070,2024-2025,4,BOL,2024-09-01,0.243,0.52,31,8.4,6.5,Jan de Vries,j.devries@roc.nl
20240955,Fleur Kallen,f.kallen@student.roc.nl,21,M,HAVO,Dienstverlening,Kapper,97460,2024-2025,3,BOL,2024-09-01,0.896,0.637,30,7.1,6.3,Mohammed Boukhari,m.boukhari@roc.nl
20240956,Johannes van den Nuwenhijsen,j.vandennuwenhijsen@student.roc.nl,19,V,MBO niveau 2,Dienstverlening,Kapper,97460,2024-2025,3,BOL,2024-09-01,0.797,0.675,34,7.0,5.1,Peter Smit,p.smit@roc.nl
20240957,Lars van 't Wel,l.van'twel@student.roc.nl,20,V,MBO niveau 3,Groen,Medewerker voedsel,97590,2024-2025,2,BOL,2024-09-01,0.685,0.785,49,7.0,6.0,Fatima El Amrani,f.elamrani@roc.nl
20240958,Julie van der Stael,j.vanderstael@student.roc.nl,16,V,VMBO-K,Zorg,Verzorgende IG,93500,2024-2025,3,BOL,2024-09-01,0.89,0.813,44,7.0,7.4,Jan de Vries,j.devries@roc.nl
20240959,Azra Uphus,a.uphus@student.roc.nl,19,M,VMBO-T,Techniek,Software Developer,25604,2024-2025,4,BOL,2024-09-01,0.455,0.458,22,6.4,8.8,Jan de Vries,j.devries@roc.nl
20240960,Charlotte Alpaidis,c.alpaidis@student.roc.nl,23,V,HAVO,Groen,Dierverzorger,97730,2024-2025,3,BOL,2024-09-01,0.863,0.812,50,5.2,3.9,Fatima El Amrani,f.elamrani@roc.nl
20240961,Esther Schuurmans,e.schuurmans@student.roc.nl,18,V,MBO niveau 3,Groen,Dierverzorger,97730,2024-2025,3,BBL,2024-09-01,0.837,0.65,39,7.3,6.2,Anita Jansen,a.jansen@roc.nl
20240962,Stijn Janse,s.janse@student.roc.nl,16,X,MBO niveau 3,Economie,Financieel administrateur,90370,2024-2025,4,BBL,2024-09-01,0.904,0.805,37,4.1,5.8,Fatima El Amrani,f.elamrani@roc.nl
20240963,Bo van den Brink,b.vandenbrink@student.roc.nl,23,M,MBO niveau 2,Zorg,Doktersassistent,34576,2024-2025,4,BOL,2024-09-01,0.933,0.85,55,5.8,3.5,Anita Jansen,a.jansen@roc.nl
20240964,Lex van Ochten,l.vanochten@student.roc.nl,16,M,VMBO-T,Techniek,Installatiemonteur,25480,2024-2025,2,BOL,2024-09-01,0.745,0.639,35,6.0,5.2,Mohammed Boukhari,m.boukhari@roc.nl
20240965,Yasmin Kleibrink,y.kleibrink@student.roc.nl,18,V,HAVO,Groen,Tuin- en landschapsbeheer,97252,2024-2025,3,BOL,2024-09-01,0.823,0.78,41,6.4,7.5,Jan de Vries,j.devries@roc.nl
20240966,Ella Nek,e.nek@student.roc.nl,22,M,MBO niveau 2,Techniek,Netwerkbeheerder,93200,2024-2025,4,BOL,2024-09-01,0.882,0.851,47,6.7,8.0,Fatima El Amrani,f.elamrani@roc.nl
20240967,Ayoub Goudriaan,a.goudriaan@student.roc.nl,24,V,HAVO,Groen,Medewerker voedsel,97590,2024-2025,2,BOL,2024-09-01,0.695,0.76,40,4.3,8.2,Jan de Vries,j.devries@roc.nl
20240968,Lola Helmerhorst-van Voorhout,l.helmerhorst-vanvoorhout@student.roc.nl,16,V,MBO niveau 2,Techniek,Netwerkbeheerder,93200,2024-2025,4,BOL,2024-09-01,0.741,0.777,43,7.3,8.4,Peter Smit,p.smit@roc.nl
20240969,Jolie van Clootwijck,j.vanclootwijck@student.roc.nl,23,V,MBO niveau 3,Dienstverlening,Gastvrouw/-heer,90191,2024-2025,3,BOL,2024-09-01,0.76,0.814,41,7.1,8.6,Anita Jansen,a.jansen@roc.nl
20240970,Daan Meeusen,d.meeusen@student.roc.nl,22,M,VMBO-T,Zorg,Verzorgende IG,93500,2024-2025,3,BOL,2024-09-01,0.907,0.868,41,8.5,5.0,Anita Jansen,a.jansen@roc.nl
20240971,Rosalie van den Brink-Blonk,r.vandenbrink-blonk@student.roc.nl,25,V,VMBO-K,Groen,Medewerker voedsel,97590,2024-2025,2,BOL,2024-09-01,0.779,0.797,50,7.2,3.6,Jan de Vries,j.devries@roc.nl
20240972,Zeynep Kuijpers-van Schweinfurt,z.kuijpers-vanschweinfurt@student.roc.nl,19,M,VMBO-K,Economie,Manager handel,90202,2024-2025,4,BOL,2024-09-01,0.83,0.646,37,8.4,9.0,Mohammed Boukhari,m.boukhari@roc.nl
20240973,Riley van Berkum,r.vanberkum@student.roc.nl,22,V,VMBO-B,Economie,Commercieel medewerker,90111,2024-2025,3,BOL,2024-09-01,0.89,0.84,46,7.2,5.9,Fatima El Amrani,f.elamrani@roc.nl
20240974,Emma van den Hoek,e.vandenhoek@student.roc.nl,22,M,VMBO-B,Zorg,Doktersassistent,34576,2024-2025,4,BOL,2024-09-01,0.643,0.638,33,8.0,4.3,Mohammed Boukhari,m.boukhari@roc.nl
20240975,Puk van Gils,p.vangils@student.roc.nl,17,V,MBO niveau 2,Zorg,Verzorgende IG,93500,2024-2025,3,BOL,2024-09-01,0.765,0.641,37,6.4,6.9,Mohammed Boukhari,m.boukhari@roc.nl
20240976,Dex die Witte,d.diewitte@student.roc.nl,16,V,MBO niveau 3,Zorg,Verpleegkundige,99070,2024-2025,4,BBL,2024-09-01,0.904,0.719,39,5.6,6.1,Jan de Vries,j.devries@roc.nl
20240977,Mette van de Berg,m.vandeberg@student.roc.nl,16,M,VMBO-K,Economie,Financieel administrateur,90370,2024-2025,4,BOL,2024-09-01,0.512,0.604,30,5.0,6.0,Fatima El Amrani,f.elamrani@roc.nl
20240978,Max Thatcher,m.thatcher@student.roc.nl,20,M,VMBO-K,Groen,Dierverzorger,97730,2024-2025,3,BOL,2024-09-01,0.572,0.671,38,8.9,4.0,Peter Smit,p.smit@roc.nl
20240979,Sem Blokland,s.blokland@student.roc.nl,22,M,VMBO-B,Dienstverlening,Kapper,97460,2024-2025,3,BOL,2024-09-01,0.767,0.746,34,6.7,4.7,Peter Smit,p.smit@roc.nl
20240980,Jolijn Uphaus,j.uphaus@student.roc.nl,23,M,VMBO-K,Dienstverlening,Kapper,97460,2024-2025,3,BOL,2024-09-01,0.601,0.71,37,4.9,5.6,Anita Jansen,a.jansen@roc.nl
20240981,Ceylin van Verdun,c.vanverdun@student.roc.nl,23,M,VMBO-K,Groen,Medewerker voedsel,97590,2024-2025,2,BBL,2024-09-01,0.803,0.845,48,8.0,4.5,Anita Jansen,a.jansen@roc.nl
20240982,Madelief Ansems,m.ansems@student.roc.nl,16,M,VMBO-T,Economie,Financieel administrateur,90370,2024-2025,4,BOL,2024-09-01,0.609,0.466,20,4.9,5.5,Peter Smit,p.smit@roc.nl
20240983,Dylano Winters,d.winters@student.roc.nl,18,M,VMBO-B,Zorg,Doktersassistent,34576,2024-2025,4,BOL,2024-09-01,0.527,0.676,31,7.7,5.7,Mohammed Boukhari,m.boukhari@roc.nl
20240984,Nynke Schipper,n.schipper@student.roc.nl,19,V,VMBO-K,Zorg,Doktersassistent,34576,2024-2025,4,BOL,2024-09-01,0.823,0.786,52,7.1,7.3,Fatima El Amrani,f.elamrani@roc.nl
20240985,Justin Brievingh,j.brievingh@student.roc.nl,16,M,VMBO-B,Dienstverlening,Gastvrouw/-heer,90191,2024-2025,3,BOL,2024-09-01,0.672,0.66,47,5.7,4.9,Fatima El Amrani,f.elamrani@roc.nl
